sim_t,drive_joint_rad
143.150000,-0.000000
143.157000,-0.000000
143.164000,-0.000000
143.169000,-0.000000
143.178000,-0.000000
143.185000,-0.000000
143.192000,-0.000000
143.199000,-0.000000
143.206000,-0.000000
143.213000,-0.000000
143.220000,-0.000000
143.227000,-0.000000
143.234000,-0.000000
143.241000,-0.000000
143.248000,-0.000000
143.255000,-0.000000
143.262000,-0.000000
143.269000,-0.000000
143.276000,-0.000000
143.283000,-0.000000
143.290000,-0.000000
143.297000,-0.000000
143.304000,-0.000000
143.311000,-0.000000
143.318000,-0.000000
143.325000,-0.000000
143.332000,-0.000000
143.339000,-0.000000
143.346000,-0.000000
143.353000,-0.000000
143.360000,-0.000000
143.367000,-0.000000
143.374000,-0.000000
143.381000,-0.000000
143.388000,-0.000000
143.395000,-0.000000
143.402000,-0.000000
143.409000,-0.000000
143.416000,-0.000000
143.423000,-0.000000
143.430000,-0.000000
143.437000,-0.000000
143.444000,-0.000000
143.451000,-0.000000
143.458000,-0.000000
143.465000,-0.000000
143.472000,-0.000000
143.479000,-0.000000
143.486000,-0.000000
143.493000,-0.000000
143.500000,-0.000000
143.507000,-0.000000
143.514000,-0.000000
143.521000,-0.000000
143.528000,-0.000000
143.535000,-0.000000
143.542000,-0.000000
143.549000,-0.000000
143.556000,-0.000000
143.563000,-0.000000
143.570000,-0.000000
143.577000,-0.000000
143.584000,-0.000000
143.591000,-0.000000
143.598000,-0.000000
143.605000,-0.000000
143.612000,-0.000000
143.619000,-0.000000
143.626000,-0.000000
143.633000,-0.000000
143.640000,-0.000000
143.647000,-0.000000
143.654000,-0.000000
143.661000,-0.000000
143.668000,-0.000000
143.675000,-0.000000
143.682000,-0.000000
143.689000,-0.000000
143.696000,-0.000000
143.703000,-0.000000
143.710000,-0.000000
143.717000,-0.000000
143.724000,-0.000000
143.731000,-0.000000
143.738000,-0.000000
143.745000,-0.000000
143.752000,-0.000000
143.759000,-0.000000
143.766000,-0.000000
143.773000,-0.000000
143.780000,-0.000000
143.787000,-0.000000
143.794000,-0.000000
143.801000,-0.000000
143.808000,-0.000000
143.815000,-0.000000
143.822000,-0.000000
143.829000,-0.000000
143.836000,-0.000000
143.843000,-0.000000
143.850000,-0.000000
143.857000,-0.000000
143.864000,-0.000000
143.871000,-0.000000
143.878000,-0.000000
143.885000,-0.000000
143.892000,-0.000000
143.899000,-0.000000
143.906000,-0.000000
143.913000,-0.000000
143.917000,-0.000000
143.927000,-0.000000
143.934000,-0.000000
143.941000,-0.000000
143.948000,-0.000000
143.955000,-0.000000
143.962000,-0.000000
143.969000,-0.000000
143.976000,-0.000000
143.983000,-0.000000
143.990000,-0.000000
143.997000,-0.000000
144.004000,-0.000000
144.011000,-0.000000
144.018000,-0.000000
144.025000,-0.000000
144.032000,-0.000000
144.039000,-0.000000
144.046000,-0.000000
144.053000,-0.000000
144.060000,-0.000000
144.067000,-0.000000
144.074000,-0.000000
144.081000,-0.000000
144.088000,-0.000000
144.095000,-0.000000
144.102000,-0.000000
144.109000,-0.000000
144.116000,-0.000000
144.123000,-0.000000
144.130000,-0.000000
144.137000,-0.000000
144.144000,-0.000000
144.151000,-0.000000
144.158000,-0.000000
144.165000,-0.000000
144.172000,-0.000000
144.179000,-0.000000
144.186000,-0.000000
144.193000,-0.000000
144.200000,-0.000000
144.207000,-0.000000
144.214000,-0.000000
144.221000,-0.000000
144.228000,-0.000000
144.235000,-0.000000
144.242000,-0.000000
144.249000,-0.000000
144.256000,-0.000000
144.263000,-0.000000
144.270000,-0.000000
144.277000,-0.000000
144.284000,-0.000000
144.291000,-0.000000
144.298000,-0.000000
144.305000,-0.000000
144.312000,-0.000000
144.319000,-0.000000
144.326000,-0.000000
144.333000,-0.000000
144.340000,-0.000000
144.347000,-0.000000
144.354000,-0.000000
144.361000,-0.000000
144.368000,-0.000000
144.375000,-0.000000
144.382000,-0.000000
144.389000,-0.000000
144.396000,-0.000000
144.403000,-0.000000
144.410000,-0.000000
144.417000,-0.000000
144.424000,-0.000000
144.431000,-0.000000
144.438000,-0.000000
144.445000,-0.000000
144.452000,-0.000000
144.459000,-0.000000
144.466000,-0.000000
144.473000,-0.000000
144.480000,-0.000000
144.487000,-0.000000
144.494000,-0.000000
144.501000,-0.000000
144.508000,-0.000000
144.515000,-0.000000
144.522000,-0.000000
144.529000,-0.000000
144.536000,-0.000000
144.543000,-0.000000
144.550000,-0.000000
144.557000,-0.000000
144.564000,-0.000000
144.571000,-0.000000
144.578000,-0.000000
144.585000,-0.000000
144.592000,-0.000000
144.599000,-0.000000
144.606000,-0.000000
144.613000,-0.000000
144.620000,-0.000000
144.627000,-0.000000
144.634000,-0.000000
144.641000,-0.000000
144.648000,-0.000000
144.655000,-0.000000
144.662000,-0.000000
144.669000,-0.000000
144.676000,-0.000000
144.683000,-0.000000
144.690000,-0.000000
144.697000,-0.000000
144.704000,-0.000000
144.711000,-0.000000
144.718000,-0.000000
144.725000,-0.000000
144.732000,-0.000000
144.739000,-0.000000
144.746000,-0.000000
144.753000,-0.000000
144.760000,-0.000000
