label,trial,model,plugin_can_fire,mu,usable,carry_duration_s,final_z,lift_m,note,pad_dist_drift_mm,pad_separation_mm_mean,pad_separation_mm_range,pick_reported_holding,pick_succeeded,place_err_at_release_m,place_succeeded,q_at_stall_rad,slip_final_mm,slip_max_mm,slip_rate_mm_per_s,twist_final_deg,twist_max_deg,v_max_carry_mps,v_max_whole_trial_mps,window,z_min_during_carry,z_rest
step0p0005,3,probe_part_step0p0005_003,False,1.0,True,12.095499999999987,0.625,0.11758200000000008,,6.140094764243997,101.8388688409376,0.39699910363243873,True,True,0.009065759151885748,True,0.4095138998568298,10.483661053691764,16.100017607672594,1.5281785872071059,19.89079211233522,31.711735054415254,0.24441151293324298,0.24441151293324298,grasp-to-release,0.624997,0.624999
step0p0005,4,probe_part_step0p0005_004,False,1.0,True,12.111999999999995,0.025,0.11672500000000008,,3.508488583500494,101.91524620362375,0.14999579655474804,True,True,0.007891189327344778,True,0.40727998406791865,8.796543858358424,8.815331539911408,0.5051075251882748,16.830505404332655,16.86662697222634,0.18493887572669201,3.2769986149572157,grasp-to-release,0.625007,0.624999
step0p0005,5,probe_part_step0p0005_005,False,1.0,True,12.117999999999995,0.025,0.116475,,3.6263797611040047,101.84293521886947,0.4299139473378517,True,True,0.006469344634505133,True,0.40782664780770445,7.780065858539983,7.7823590707178605,0.2556456877264567,13.866020738410434,13.869137851754935,0.18444140710070686,3.278946780433237,grasp-to-release,0.62501,0.624999
step0p0005,6,probe_part_step0p0005_006,False,1.0,True,12.099500000000006,0.625,0.11955400000000005,,4.878670604263746,101.9426606795881,0.22697902965899175,True,True,0.010229238730228156,True,0.40818548156247964,10.920067962250805,16.110674519586166,0.9041804848110725,21.512450515185318,32.23973511002635,0.18645367312611646,0.22040961615123955,grasp-to-release,0.625009,0.624999
step0p0005,7,probe_part_step0p0005_007,False,1.0,True,12.108499999999992,0.025,0.11830400000000008,,4.264365409210683,101.1768561227924,2.0731305317149804,True,True,0.00614309693884121,True,0.4075059930641038,7.773046681660234,8.404050195273486,0.8117138668665753,13.525816302488332,15.209169416195351,0.18526319959765308,3.2910133172453073,grasp-to-release,0.625007,0.624999
step0p0005,8,probe_part_step0p0005_008,False,1.0,True,12.136500000000012,0.025,0.11897800000000003,,3.4428648231543804,101.42138221070589,2.0262474023917605,True,True,0.005978616060594636,True,0.40749947402408676,7.289056856187353,7.291704907512582,0.7825238424123404,13.319390080715547,13.33106535452456,0.18966042168997851,3.3326803151661752,grasp-to-release,0.625012,0.624999
step0p0005,9,probe_part_step0p0005_009,False,1.0,True,12.122500000000002,0.625,0.115954,,5.920741337688796,101.88130171570903,0.2790032811915779,True,True,0.00900840457572814,True,0.4082062779631789,10.504828446083817,15.34620235849491,0.8927016715995935,19.394483178542984,29.52765934270952,0.19628826873890218,0.22158437298013497,grasp-to-release,0.624999,0.624999
step0p0005,10,probe_part_step0p0005_010,False,1.0,True,12.093999999999994,0.025,0.11575200000000008,,5.285035144009825,101.8565052895828,0.3059377589732435,True,True,0.006864856007229902,True,0.40831835536493,8.11809216572891,12.925480651872567,0.5290252989673478,14.616645768990084,24.759355892834954,0.1848557996574322,3.359451172983072,grasp-to-release,0.624999,0.624999
step0p0005,11,probe_part_step0p0005_011,False,1.0,True,12.09499999999997,0.025,0.11939300000000008,,5.937474217012607,101.8961129816379,0.5238991620991982,True,True,0.015935620791170984,True,0.4087428714733972,16.878458551120232,16.879883727645566,1.6349829629114554,34.09309561784181,34.260733570847876,0.18552216099941793,3.3596651325058002,grasp-to-release,0.625007,0.624999
step0p0005,12,probe_part_step0p0005_012,False,1.0,True,12.067999999999984,0.025,0.11864400000000008,,4.168406439064896,101.0666682271271,2.0743935078810978,True,True,0.005754939182997507,True,0.40818347366038377,7.331821186603255,7.3329965105357005,0.7470421069262366,12.548480098591861,12.677283803270763,0.18923072061683102,3.2700682636414933,grasp-to-release,0.624998,0.624999
step0p001,1,probe_part_step0p001_001,False,1.0,True,12.169000000000004,0.625,0.11885500000000004,,1.2903300187772686,101.79122846524066,0.3739702400503262,True,True,0.0009434452819321433,True,0.40767457482096864,1.8027286161952114,1.8057438065221074,0.11739707405363992,2.1451230282557066,2.8428949091232023,0.18419328969516535,0.238747070002688,grasp-to-release,0.625009,0.624999
step0p001,2,probe_part_step0p001_002,False,1.0,True,12.087999999999994,0.625,0.11941400000000002,,2.7460964281881814,101.84478193758244,0.2499851108464668,True,True,0.005605972261793663,True,0.40740580200766335,6.371316626067622,6.371316626067622,0.27011389491394877,12.123055710435565,12.123055710435565,0.19590051098479774,0.19590051098479774,grasp-to-release,0.624994,0.624999
step0p001,3,probe_part_step0p001_003,False,1.0,True,12.215000000000003,0.625,0.119336,,2.179054778416173,101.74549683275858,0.38596310124390243,True,True,0.002960351668298866,True,0.4061197158689322,3.8821518751720885,3.8827203462654154,0.36126649516539655,6.600828809913302,6.600828809913302,0.19925717424382441,0.19925717424382441,grasp-to-release,0.625002,0.624999
step0p001,4,probe_part_step0p001_004,False,1.0,True,12.159999999999997,0.625,0.11940300000000004,,1.1396285711893057,101.82641691666278,0.29198200844615485,True,True,0.0016342781281042853,True,0.4071877047289657,2.002456658022522,2.0038201921947323,0.1683337501634828,3.4561614851285323,3.4561687104545635,0.18429992463993042,0.287376272304464,grasp-to-release,0.624999,0.624999
step0p001,5,probe_part_step0p001_005,False,1.0,True,12.139999999999986,0.025,0.119444,,1.0344161395112224,101.84223402725699,0.2869778008507211,True,True,0.0006297753567741793,True,0.40735411697736146,1.4295209181584418,1.4332686167773494,0.110500385024324,1.3567904503213997,1.3681351732051403,0.18427101270286295,3.2971057638998102,grasp-to-release,0.624999,0.624999
step0p001,6,probe_part_step0p001_006,False,1.0,True,12.162000000000035,0.025,0.11922700000000008,,3.240354473021668,101.81447189328476,0.3559759896328387,True,True,0.004106950815386023,True,0.4066072698756449,5.625408633754621,5.626755292725326,0.5057555784916099,11.308803044765016,11.345006400223038,0.18652550466058562,3.2267562516309627,grasp-to-release,0.624994,0.624999
step0p001,7,probe_part_step0p001_007,False,1.0,True,12.101999999999975,0.625,0.11864799999999998,,6.07579607466856,101.767228431865,0.485961053140727,True,True,0.00884550654287247,True,0.40650260094092705,10.299306844131328,15.460575760261102,1.4884225632434636,19.275641016280517,30.13446725520888,0.2073726029384825,0.2073726029384825,grasp-to-release,0.624996,0.624999
step0p001,8,probe_part_step0p001_008,False,1.0,True,12.187999999999988,0.025,0.11969600000000002,,1.6226633991895483,101.83893500910841,0.33899001711435517,True,True,0.0015089758116020565,True,0.4064874822092257,2.3778522140325293,2.380470881833854,0.21897240264841034,2.7831113349520495,2.852975922983845,0.18520966452796275,3.3009532232468137,grasp-to-release,0.624996,0.624999
step0p001,9,probe_part_step0p001_009,False,1.0,True,12.140999999999963,0.624998,0.118529,,1.8603831143317962,101.8015755039256,0.3239729341332662,True,True,0.0023232823762943783,True,0.4091325903000076,3.2460200679537192,3.247412597602717,0.2509977715382182,5.4987206921368275,5.503118641903325,0.1918321930171662,0.23873236907526063,grasp-to-release,0.624995,0.624999
step0p001,10,probe_part_step0p001_010,False,1.0,True,12.160000000000025,0.625,0.11729200000000006,,6.054942937572292,101.75563342731287,0.2659837400228042,True,True,0.009009649105264878,True,0.4083824881137722,10.400079451243657,15.492886074584264,1.241726494221562,19.237789537350082,29.97620380669529,0.20651628315080803,0.20651628315080803,grasp-to-release,0.624993,0.624999
step0p001,11,probe_part_step0p001_011,False,1.0,True,12.147000000000048,0.625,0.11952499999999999,,1.3645768115657262,101.83254265772078,0.2919807473745806,True,True,0.0010256948864062626,True,0.409264075724247,1.8586934683350458,1.883766067797262,0.14498978277443186,2.421466577294781,3.299231966319644,0.18418555945746057,0.3124021176343646,grasp-to-release,0.624994,0.624999
step0p001,12,probe_part_step0p001_012,False,1.0,True,12.09699999999998,0.625,0.118749,,5.287393697666914,101.79113779587387,0.41997007671088227,True,True,0.009530499095010716,True,0.409860221080446,10.70477736102755,14.12106608833908,1.413789179582702,20.40005681298628,27.47934762375779,0.27872005319821186,0.27872005319821186,grasp-to-release,0.624995,0.624999
step0p001,13,probe_part_step0p001_013,False,1.0,True,12.19900000000007,0.625,0.11925400000000008,,2.024704039155395,101.76449674958164,0.4419456008685785,True,True,0.0014858145913942047,True,0.407749987368813,2.827483574382923,2.8317329564594798,0.2584014887759509,3.389826277936808,3.558748833615043,0.19581272941163416,0.21220702172389416,grasp-to-release,0.625001,0.624999
step0p001,14,probe_part_step0p001_014,False,1.0,True,12.118000000000052,0.625,0.119533,,1.868657851189397,101.7437444815748,0.4509379819410526,True,True,0.0020515009139651505,True,0.40710923995412207,2.9354775613433395,2.9354775613433395,0.3131319913176008,4.482864324386517,4.517570257718609,0.1941514657845953,0.21206273571302203,grasp-to-release,0.624998,0.624999
step0p001,15,probe_part_step0p001_015,False,1.0,True,12.170999999999935,0.025,0.11926400000000004,,4.424162276896581,100.85921131093015,2.125307376678009,True,True,0.005143945956170241,True,0.4176410595728686,6.418306626836484,6.418306626836484,0.553012628753632,10.633125165610965,10.634935376147272,0.18566813987115868,3.276970722110168,grasp-to-release,0.624989,0.624999
step0p001,16,probe_part_step0p001_016,False,1.0,True,12.120000000000005,0.625,0.11881700000000006,,5.7911219747088865,101.76376827394624,0.40594167431493133,True,True,0.009369803519818342,True,0.40785492146257085,10.68682745341884,15.55207935242113,1.5145696204026478,19.799220518103517,30.042670319155782,0.20154850942712152,0.20154850942712152,grasp-to-release,0.625012,0.624999
step0p001,17,probe_part_step0p001_017,False,1.0,True,12.122999999999934,0.025,0.11948400000000003,,2.2537393150099234,101.8300939368286,0.41095905221348517,True,True,0.003069896578062524,True,0.4076622902029072,4.100569744230082,4.101659591620739,0.3009350557378083,8.495316487159963,8.55625175718119,0.1847976824307485,3.2870813650213773,grasp-to-release,0.625013,0.624999
step0p001,18,probe_part_step0p001_018,False,1.0,True,12.140999999999963,0.625,0.11809199999999997,,5.229633570889206,101.75136032462927,0.4249386398962969,True,True,0.00925813118291157,True,0.4099400332740874,10.63984221913714,12.391796637989728,1.2434540139915187,19.943508071668298,23.620875343503364,0.24795430372269353,0.24795430372269353,grasp-to-release,0.624995,0.624999
step0p001,19,probe_part_step0p001_019,False,1.0,True,12.131999999999948,0.625,0.119027,,4.753549050401247,101.73577714825464,0.4329723926167901,True,True,0.009084332501620551,True,0.4086537046821831,10.460072674907757,10.790588882296225,0.9077075703278451,19.61008909766842,20.321533301082606,0.19925941006542403,0.19925941006542403,grasp-to-release,0.624993,0.624999
step0p001,20,probe_part_step0p001_020,False,1.0,True,12.13900000000001,0.625,0.11913000000000007,,4.859692000668289,101.8223718167555,0.4509391831979741,True,True,0.009607923657065526,True,0.4062043839913617,10.60561574639928,12.708434046772657,1.3309167517256997,20.502138078771946,24.862581459419005,0.225387413381108,0.225387413381108,grasp-to-release,0.624999,0.624999
step0p002,1,probe_part_step0p002_001,False,1.0,True,12.215999999999994,0.025,0.119703,,1.8578385880144026,101.59017420765008,0.7279823560118643,True,True,0.0004557115315635578,True,0.41376918916972294,2.014228865956665,2.014228865956665,0.12969752644213084,0.6868739045342874,0.6882704922443671,0.18423704637293925,3.012007386212404,grasp-to-release,0.624989,0.624999
step0p002,2,probe_part_step0p002_002,False,1.0,True,12.23599999999999,0.625,0.11949700000000008,,1.8075290353504414,101.56074906843703,0.5209919277532435,True,True,0.00043061003239590486,True,0.40869171947289934,2.246193538166557,2.246193538166557,0.18006087350443156,0.750664791348899,0.7511473664181306,0.18428503737433843,0.24122058600191354,grasp-to-release,0.624995,0.624999
step0p002,3,probe_part_step0p002_003,False,1.0,True,12.210000000000008,0.625,0.119448,,1.5909939545303047,101.60832145965166,0.5299761481334428,True,True,0.0003623437594329462,True,0.4088899171921375,1.8750193699067916,1.8765028531562045,0.14703660668528235,0.6861754186801309,0.6868439446840241,0.1842703278312464,0.1842703278312464,grasp-to-release,0.624997,0.624999
step0p002,4,probe_part_step0p002_004,False,1.0,True,12.213999999999999,0.625,0.11961100000000002,,1.8583979955514565,101.56429118320524,0.5479905965724754,True,True,0.0003461170322304288,True,0.41096604479711746,2.1904607660309305,2.1904607660309305,0.18777026022458493,0.7309022185959492,0.7309022185959492,0.18425049199847338,0.18425049199847338,grasp-to-release,0.624993,0.624999
