sim_t,drive_joint_rad
428.104000,-0.000000
428.112000,-0.000000
428.119000,-0.000000
428.126000,-0.000000
428.132000,-0.000000
428.141000,-0.000000
428.148000,-0.000000
428.154000,-0.000000
428.162000,-0.000000
428.169000,-0.000000
428.176000,-0.000000
428.182000,-0.000000
428.190000,-0.000000
428.197000,-0.000000
428.203000,-0.000000
428.209000,-0.000000
428.216000,-0.000000
428.224000,-0.000000
428.232000,-0.000000
428.238000,-0.000000
428.246000,-0.000000
428.252000,-0.000000
428.260000,-0.000000
428.267000,-0.000000
428.274000,-0.000000
428.281000,-0.000000
428.288000,-0.000000
428.295000,-0.000000
428.301000,-0.000000
428.309000,-0.000000
428.315000,-0.000000
428.321000,-0.000000
428.328000,-0.000000
428.337000,-0.000000
428.343000,-0.000000
428.351000,-0.000000
428.358000,-0.000000
428.365000,-0.000000
428.372000,-0.000000
428.377000,-0.000000
428.386000,-0.000000
428.391000,-0.000000
428.400000,-0.000000
428.407000,-0.000000
428.412000,-0.000000
428.421000,-0.000000
428.427000,-0.000000
428.434000,-0.000000
428.441000,-0.000000
428.449000,-0.000000
428.455000,-0.000000
428.462000,-0.000000
428.469000,-0.000000
428.476000,-0.000000
428.484000,-0.000000
428.491000,-0.000000
428.498000,-0.000000
428.505000,-0.000000
428.512000,-0.000000
428.519000,-0.000000
428.526000,-0.000000
428.531000,-0.000000
428.539000,-0.000000
428.546000,-0.000000
428.553000,-0.000000
428.560000,-0.000000
428.566000,-0.000000
428.574000,-0.000000
428.581000,-0.000000
428.588000,-0.000000
428.595000,-0.000000
428.602000,-0.000000
428.605000,-0.000000
428.615000,-0.000000
428.624000,-0.000000
428.631000,-0.000000
428.638000,-0.000000
428.644000,-0.000000
428.651000,-0.000000
428.659000,-0.000000
428.666000,-0.000000
428.673000,-0.000000
428.680000,-0.000000
428.686000,-0.000000
428.694000,-0.000000
428.700000,-0.000000
428.706000,-0.000000
428.714000,-0.000000
428.722000,-0.000000
428.729000,-0.000000
428.736000,-0.000000
428.743000,-0.000000
428.750000,-0.000000
428.755000,-0.000000
428.763000,-0.000000
428.771000,-0.000000
428.778000,-0.000000
428.784000,-0.000000
428.792000,-0.000000
428.798000,-0.000000
428.805000,-0.000000
428.813000,-0.000000
428.820000,-0.000000
428.825000,-0.000000
428.834000,-0.000000
428.840000,-0.000000
428.846000,-0.000000
428.854000,-0.000000
428.862000,-0.000000
428.869000,-0.000000
428.875000,-0.000000
428.882000,-0.000000
428.890000,-0.000000
428.896000,-0.000000
428.903000,-0.000000
428.909000,-0.000000
428.914000,-0.000000
428.924000,-0.000000
428.932000,-0.000000
428.939000,-0.000000
428.946000,-0.000000
428.952000,-0.000000
428.959000,-0.000000
428.967000,-0.000000
428.973000,-0.000000
428.980000,-0.000000
428.987000,-0.000000
428.995000,-0.000000
429.001000,-0.000000
429.008000,-0.000000
429.015000,-0.000000
429.022000,-0.000000
429.030000,-0.000000
429.036000,-0.000000
429.044000,-0.000000
429.050000,-0.000000
429.057000,-0.000000
429.064000,-0.000000
429.071000,-0.000000
429.078000,-0.000000
429.086000,-0.000000
429.093000,-0.000000
429.099000,-0.000000
429.107000,-0.000000
429.114000,-0.000000
429.121000,-0.000000
429.128000,-0.000000
429.134000,-0.000000
429.141000,-0.000000
429.148000,-0.000000
429.155000,-0.000000
429.163000,-0.000000
429.169000,-0.000000
429.177000,-0.000000
429.184000,-0.000000
429.190000,-0.000000
429.198000,-0.000000
429.205000,-0.000000
429.211000,-0.000000
429.219000,-0.000000
429.225000,-0.000000
429.233000,-0.000000
429.239000,-0.000000
429.247000,-0.000000
429.254000,-0.000000
429.260000,-0.000000
429.268000,-0.000000
429.275000,-0.000000
429.281000,-0.000000
429.288000,-0.000000
429.296000,-0.000000
429.302000,-0.000000
429.309000,-0.000000
429.315000,-0.000000
429.323000,-0.000000
429.331000,-0.000000
429.338000,-0.000000
429.343000,-0.000000
429.351000,-0.000000
429.359000,-0.000000
429.365000,-0.000000
429.372000,-0.000000
429.374000,-0.000000
429.386000,-0.000000
429.392000,-0.000000
429.401000,-0.000000
429.408000,-0.000000
429.415000,-0.000000
429.421000,-0.000000
429.428000,-0.000000
429.436000,-0.000000
429.442000,-0.000000
429.450000,-0.000000
429.457000,-0.000000
429.464000,-0.000000
429.471000,-0.000000
429.478000,-0.000000
429.485000,-0.000000
429.492000,-0.000000
429.499000,-0.000000
429.506000,-0.000000
