sim_t,drive_joint_rad
256.746000,-0.000000
256.753000,-0.000000
256.760000,-0.000000
256.767000,-0.000000
256.774000,-0.000000
256.781000,-0.000000
256.788000,-0.000000
256.795000,-0.000000
256.802000,-0.000000
256.809000,-0.000000
256.816000,-0.000000
256.823000,-0.000000
256.830000,-0.000000
256.837000,-0.000000
256.844000,-0.000000
256.851000,-0.000000
256.857000,-0.000000
256.865000,-0.000000
256.872000,-0.000000
256.879000,-0.000000
256.886000,-0.000000
256.893000,-0.000000
256.900000,-0.000000
256.907000,-0.000000
256.914000,-0.000000
256.921000,-0.000000
256.928000,-0.000000
256.935000,-0.000000
256.942000,-0.000000
256.949000,-0.000000
256.956000,-0.000000
256.963000,-0.000000
256.970000,-0.000000
256.977000,-0.000000
256.984000,-0.000000
256.990000,-0.000000
256.998000,-0.000000
257.005000,-0.000000
257.012000,-0.000000
257.019000,-0.000000
257.026000,-0.000000
257.033000,-0.000000
257.040000,-0.000000
257.047000,-0.000000
257.054000,-0.000000
257.061000,-0.000000
257.068000,-0.000000
257.075000,-0.000000
257.082000,-0.000000
257.089000,-0.000000
257.096000,-0.000000
257.103000,-0.000000
257.110000,-0.000000
257.117000,-0.000000
257.124000,-0.000000
257.131000,-0.000000
257.138000,-0.000000
257.145000,-0.000000
257.152000,-0.000000
257.159000,-0.000000
257.165000,-0.000000
257.173000,-0.000000
257.180000,-0.000000
257.187000,-0.000000
257.194000,-0.000000
257.199000,-0.000000
257.207000,-0.000000
257.215000,-0.000000
257.222000,-0.000000
257.228000,-0.000000
257.236000,-0.000000
257.243000,-0.000000
257.250000,-0.000000
257.257000,-0.000000
257.264000,-0.000000
257.271000,-0.000000
257.278000,-0.000000
257.285000,-0.000000
257.291000,-0.000000
257.298000,-0.000000
257.306000,-0.000000
257.313000,-0.000000
257.319000,-0.000000
257.327000,-0.000000
257.334000,-0.000000
257.341000,-0.000000
257.348000,-0.000000
257.355000,-0.000000
257.362000,-0.000000
257.369000,-0.000000
257.376000,-0.000000
257.383000,-0.000000
257.390000,-0.000000
257.397000,-0.000000
257.404000,-0.000000
257.411000,-0.000000
257.418000,-0.000000
257.425000,-0.000000
257.432000,-0.000000
257.439000,-0.000000
257.446000,-0.000000
257.453000,-0.000000
257.460000,-0.000000
257.467000,-0.000000
257.474000,-0.000000
257.481000,-0.000000
257.488000,-0.000000
257.495000,-0.000000
257.502000,-0.000000
257.509000,-0.000000
257.516000,-0.000000
257.523000,-0.000000
257.530000,-0.000000
257.537000,-0.000000
257.544000,-0.000000
257.551000,-0.000000
257.558000,-0.000000
257.565000,-0.000000
257.572000,-0.000000
257.579000,-0.000000
257.586000,-0.000000
257.593000,-0.000000
257.600000,-0.000000
257.607000,-0.000000
257.614000,-0.000000
257.621000,-0.000000
257.628000,-0.000000
257.635000,-0.000000
257.642000,-0.000000
257.649000,-0.000000
257.656000,-0.000000
257.663000,-0.000000
257.670000,-0.000000
257.677000,-0.000000
257.684000,-0.000000
257.691000,-0.000000
257.698000,-0.000000
257.705000,-0.000000
257.712000,-0.000000
257.719000,-0.000000
257.726000,-0.000000
257.733000,-0.000000
257.740000,-0.000000
257.747000,-0.000000
257.754000,-0.000000
257.761000,-0.000000
257.768000,-0.000000
257.775000,-0.000000
257.782000,-0.000000
257.789000,-0.000000
257.796000,-0.000000
257.803000,-0.000000
257.810000,-0.000000
257.817000,-0.000000
257.824000,-0.000000
257.831000,-0.000000
257.838000,-0.000000
257.845000,-0.000000
257.852000,-0.000000
257.859000,-0.000000
257.866000,-0.000000
257.873000,-0.000000
257.879000,-0.000000
257.887000,-0.000000
257.894000,-0.000000
257.901000,-0.000000
257.908000,-0.000000
257.915000,-0.000000
257.922000,-0.000000
257.929000,-0.000000
257.936000,-0.000000
257.943000,-0.000000
257.950000,-0.000000
257.957000,-0.000000
257.964000,-0.000000
257.971000,-0.000000
257.978000,-0.000000
257.985000,-0.000000
257.991000,-0.000000
257.999000,-0.000000
258.006000,-0.000000
258.013000,-0.000000
258.020000,-0.000000
258.027000,-0.000000
258.034000,-0.000000
258.041000,-0.000000
258.048000,-0.000000
258.055000,-0.000000
258.062000,-0.000000
258.069000,-0.000000
258.076000,-0.000000
258.083000,-0.000000
258.090000,-0.000000
258.097000,-0.000000
258.104000,-0.000000
258.111000,-0.000000
258.118000,-0.000000
258.125000,-0.000000
258.132000,-0.000000
258.139000,-0.000000
258.146000,-0.000000
258.153000,-0.000000
258.160000,-0.000000
258.167000,-0.000000
258.174000,-0.000000
258.181000,-0.000000
258.188000,-0.000000
258.195000,-0.000000
258.202000,-0.000000
258.209000,-0.000000
258.216000,-0.000000
258.223000,-0.000000
258.230000,-0.000000
258.237000,-0.000000
258.244000,-0.000000
258.251000,-0.000000
258.258000,-0.000000
258.265000,-0.000000
258.272000,-0.000000
258.279000,-0.000000
258.286000,-0.000000
258.293000,-0.000000
258.300000,-0.000000
258.307000,-0.000000
258.314000,-0.000000
258.321000,-0.000000
258.328000,-0.000000
258.335000,-0.000000
258.342000,-0.000000
258.349000,-0.000000
258.356000,-0.000000
258.363000,-0.000000
258.370000,-0.000000
258.377000,-0.000000
258.384000,-0.000000
258.391000,-0.000000
258.398000,-0.000000
258.405000,-0.000000
258.412000,-0.000000
258.419000,-0.000000
258.426000,-0.000000
258.433000,-0.000000
258.440000,-0.000000
258.447000,-0.000000
258.454000,-0.000000
258.461000,-0.000000
258.468000,-0.000000
258.475000,-0.000000
258.482000,-0.000000
258.489000,-0.000000
258.496000,-0.000000
258.503000,-0.000000
